851,6,9
851,7,5
851,8,8
852,1,7
852,2,5
852,3,9
852,4,4
852,5,7
852,6,5
852,7,8
852,8,7
853,1,7
853,2,8
853,3,9
853,4,4
853,5,6
853,6,5
853,7,8
853,8,9
911,1,9
911,2,5
911,3,7
911,4,6
911,5,7
911,6,7
911,7,6
911,8,5
912,1,8
912,2,5
912,3,8
912,4,6
912,5,4
912,6,4
912,7,9
912,8,4
913,1,7
913,2,7
913,3,9
913,4,5
913,5,5
913,6,4
913,7,7
913,8,5
921,1,6
921,2,9
921,3,8
921,4,6
921,5,4
921,6,4
921,7,7
921,8,6
922,1,4
922,2,8
922,3,5
922,4,5
922,5,4
922,6,9
922,7,9
922,8,8
923,1,6
923,2,4
923,3,9
923,4,8
923,5,6
923,6,7
923,7,6
923,8,4
931,1,7
931,2,6
931,3,8
931,4,8
931,5,8
931,6,6
931,7,6
931,8,8
932,1,4
932,2,5
932,3,4
932,4,8
932,5,8
932,6,4
932,7,9
932,8,8
933,1,8
933,2,7
933,3,4
933,4,4
933,5,9
933,6,8
933,7,5
933,8,4
941,1,6
941,2,9
941,3,9
941,4,9
941,5,6
941,6,8
941,7,6
941,8,8
942,1,5
942,2,5
942,3,4
942,4,5
942,5,6
942,6,6
942,7,8
942,8,6
943,1,9
943,2,7
943,3,9
943,4,4
943,5,5
943,6,8
943,7,6
943,8,8
951,1,4
951,2,9
951,3,6
951,4,4
951,5,8
951,6,8
951,7,6
951,8,8
952,1,7
952,2,7
952,3,9
952,4,8
952,5,7
952,6,7
952,7,8
952,8,9
953,1,7
953,2,6
953,3,6
953,4,9
953,5,7
953,6,7
953,7,9
953,8,9
